DEVICE_LOC,EXPOSURE,FIBER,FIBERASSIGN_X,FIBERASSIGN_Y,OFFSET_0,OFFSET_2,OFFSET_FINAL,PETAL_LOC,TARGET_DEC,TARGET_RA,petal_id,device_loc,pos_id,pos_move_index,time_recorded,bus_id,pos_t,pos_p,last_meas_obs_x,last_meas_obs_y,last_meas_peak,last_meas_fwhm,total_move_sequences,total_cruise_moves_t,total_cruise_moves_p,total_creep_moves_t,total_creep_moves_p,ctrl_enabled,move_cmd,move_val1,move_val2,log_note,exposure_id,exposure_iter,flags,obs_x,obs_y,ptl_x,ptl_y,ptl_z,site,skyra,skydec,exptime,tileid,airmass,mountha,zd,mountaz,domeaz,reqra,reqdec,targtra,targtdec,zenith,mjd_obs,moonra,moondec,max_blind,max_blind_95,rms_blind,rms_blind_95,max_corr,max_corr_95,rms_corr,rms_corr_95,mirror_temp,truss_temp,air_temp,mirror_avg_temp,wind_speed,wind_direction,humidity,pressure,temperature,dewpoint,shutter_open,exptime_sec,psf_pixels,guide_meanx,guide_meany,guide_meanx2,guide_meany2,guide_meanxy,guide_maxx,guide_maxy,guider_combined_x,guider_combined_y,hex_trim,hex_rot_rate,hex_status,hex_rot_offset,hex_rot_enabled,hex_position,hex_rot_interval,hex_tweak,adc_status,adc_status.1,adc_home1,adc_home2,adc_nrev1,adc_nrev2,adc_angle1,adc_angle2,adc_status.2,adc_status.3,adc_status1,adc_status2,adc_rem_time1,adc_rem_time2
434.0,56377.0,2561.0,-66.55530548095703,347.7123718261719,0.06077281829221904,,0.0050346829270279895,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,1.838094,68.270764,57.122463,288.876607,288.871534,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.32077868,246.968154,-19.886532,226.9754506202045,121.24515521629532,70.62084329625391,121.24515521629532,19.844693822787463,11.90796007566235,6.886403862870607,11.90796007566235,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[1432.2, -992.5, -1428.4, 35.6, 51.7, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56378.0,2561.0,-66.55530548095703,347.7123718261719,0.05315781051643762,,0.005060678978348241,5.0,33.27390796356993,106.65266765320018,10,434,M06828,10869,2020-03-16 07:04:35.368076+00:00,can14,-103.733861205171,153.13362219210399,-66.141,345.665,1.0,2.123,10053,3133,2963,35317,35487,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,1.874312,69.165081,57.839705,289.192285,289.410794,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.32325428,247.009587,-19.896159,244.6733007573909,119.73305224203976,70.28938887022478,119.73305224203976,19.914439377926854,12.06793349494756,7.027208157645072,12.06793349494756,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[1432.2, -992.5, -1428.4, 35.6, 51.7, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56379.0,2561.0,-66.55530548095703,347.7123718261719,0.08201343454942933,,0.004578190991640628,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,1.912563,70.067545,58.562084,289.512727,289.510495,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.32574990001,247.051024,-19.905775,211.6943901167425,122.27190046383421,71.11171399752818,122.27190046383421,21.40941279425397,12.041185141306762,7.0158248137925545,12.041185141306762,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[1432.2, -992.5, -1417.4, 35.6, 51.7, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56380.0,2561.0,-66.55530548095703,347.7123718261719,0.050429496944691,,0.005287022209193029,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,1.9522560000000002,70.961653,59.276359,289.832125,289.827634,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.32823243,247.08210400000002,-19.912981,229.7764150614899,119.16121996769849,69.58958772907557,119.16121996769849,20.65898412415105,12.398799580667749,7.0963054255177385,12.398799580667749,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[1432.2, -992.5, -1413.6, 35.6, 51.7, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56381.0,2561.0,-66.55530548095703,347.7123718261719,0.09927981723333318,,0.0041395729989570475,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,1.9941520000000001,71.86202800000001,59.994187,290.155749,290.15198300000003,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.33072267,247.123546,-19.922581,248.00340535588697,120.70313280344887,70.60240048848706,120.70313280344887,20.146828185371888,12.312949035412293,7.08356644500208,12.312949035412293,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[1432.2, -992.5, -1413.6, 35.6, 51.7, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56382.0,2561.0,-66.55530548095703,347.7123718261719,0.04242644774099714,,0.0068324246479471405,5.0,33.27390796356993,106.65266765320018,10,434,M06828,8343,2020-02-25 07:48:20.567279+00:00,can14,-145.818819945609,126.00536289616001,-66.384,347.431,1.0,2.123,9095,2978,2820,30210,30368,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.038006,72.76031400000001,60.708861999999996,290.480661,290.64531600000004,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.333214,247.15462999999997,-19.929774,228.429594188225,122.99388588156552,70.99413504697596,122.99388588156552,21.319696338520853,12.228529558684864,7.148594972275145,12.228529558684864,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1417.4, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56383.0,2561.0,-66.55530548095703,347.7123718261719,0.06625666480439565,,0.005740729426412635,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.084162,73.660689,61.423678,290.808426,290.807663,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.33570581,247.19607000000002,-19.939353,194.2909662271503,121.42530517201635,70.7930052901995,121.42530517201635,20.85655022769157,12.30982161693908,7.053205647921088,12.30982161693908,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1406.4, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56384.0,2561.0,-66.55530548095703,347.7123718261719,0.03601689764143366,,0.006720976839495344,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.132331,74.554797,62.131977,291.13604,291.272463,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.33818126,247.227166,-19.946535,200.1431859903444,123.9717034595425,71.49473469407751,123.9717034595425,20.32271648737568,12.087672906394305,7.047787895308484,12.087672906394305,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1410.0, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56385.0,2561.0,-66.55530548095703,347.7123718261719,0.031984025849069515,,0.004048096265499297,5.0,33.27390796356993,106.65266765320018,10,434,M06828,9651,2020-03-06 04:34:48.963945+00:00,can14,-119.393616103992,158.691104690939,-65.001,345.962,1.0,2.123,9605,3106,2943,32894,33057,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.183235,75.45308299999999,62.84200500000001,291.467376,291.46583,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.34067049,247.26862000000003,-19.956099,212.78497729892948,121.05255389715862,70.6581349628272,121.05255389715862,21.42360315427188,12.22672392523289,7.058489965846075,12.22672392523289,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1413.6, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56386.0,2561.0,-66.55530548095703,347.7123718261719,0.014604609492798303,,0.003332646819871366,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.23697,76.353459,63.552061,291.80174,291.800962,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.34316399,247.310077,-19.965653,195.55267452486427,121.28877892556976,69.80975931840837,121.28877892556976,19.880195379380776,12.038819410241725,7.071579782246289,12.038819410241725,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1413.6, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56387.0,2561.0,-66.55530548095703,347.7123718261719,0.030524071580738225,,0.0025646385155943174,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.293625,77.253834,64.260456,292.138419,292.13207,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.34565951,247.34116400000002,-19.97281,207.9935314607142,119.23642993706112,70.22501448645197,119.23642993706112,19.605068044185366,12.285445908501526,7.129001524718072,12.285445908501526,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1417.4, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56388.0,2561.0,-66.55530548095703,347.7123718261719,0.06756852880260497,,0.0048537422860634935,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.3578580000000002,78.218969,65.017916,292.50194700000003,292.497998,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.34833648,247.38263500000002,-19.982349,221.1874401594492,124.27842745758608,70.94732223367768,124.27842745758608,19.190622481308612,11.97749040971667,6.911080587525626,11.97749040971667,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1413.6, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56389.0,2561.0,-66.55530548095703,347.7123718261719,0.11955767590588184,,0.007859198941082808,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.4213150000000003,79.119344,65.722752,292.84359700000005,292.840415,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.35082937,247.42410099999998,-19.991876,201.3373538823237,120.31115217164013,70.17326995314076,120.31115217164013,22.011349185423512,12.30834457029684,7.115955126839721,12.30834457029684,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1413.6, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56390.0,2561.0,-66.55530548095703,347.7123718261719,0.07320906335147115,,0.004321636230707049,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.488471,80.019719,66.425814,293.187732,293.24491800000004,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.35332221,247.45520299999998,-19.999014000000003,194.92987024780476,123.46377408761849,70.52637084809275,123.46377408761849,19.112552854237546,12.039951152484493,6.950573507099953,12.039951152484493,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1410.0, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56391.0,2561.0,-66.55530548095703,347.7123718261719,0.08844737089244556,,0.005848108816242395,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.5596389999999998,80.92009499999999,67.127062,293.534407,293.5336,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.35581357,247.496666,-20.008521,214.69485371549916,122.21095172015751,70.89698202998487,122.21095172015751,22.15227980000289,12.278957525211228,7.107455732357503,12.278957525211228,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1402.6, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56392.0,2561.0,-66.55530548095703,347.7123718261719,0.054360025621824334,,0.00042108414017014926,5.0,33.27390796356993,106.65266765320018,10,434,M06828,10081,2020-03-07 10:21:20.885937+00:00,can14,-1.01536930178112,129.718834810175,-62.409,344.223,1.0,2.123,9782,3113,2949,33865,34029,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.634084,81.807935,67.816734,293.878799,293.87717299999997,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.35827825,247.52777999999998,-20.015648000000002,222.19629023809048,123.88278963833223,71.2739064620433,123.88278963833223,19.607612928343364,12.052250054366407,7.028855767760719,12.052250054366407,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1406.4, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56393.0,2561.0,-66.55530548095703,347.7123718261719,0.09551595728868403,,0.006248418248018038,5.0,33.27390796356993,106.65266765320018,10,434,M06828,9658,2020-03-06 04:41:33.989672+00:00,can14,-121.121290548302,157.952586561912,-64.915,345.97900000000004,1.0,2.123,9608,3106,2943,32910,33073,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.714676,82.712489,68.51749699999999,294.232329,294.249983,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.36078415,247.56925800000002,-20.02514,202.53279612405655,124.0496304439222,71.36047059796006,124.0496304439222,20.292918278657666,12.12661543320014,7.0352172673273605,12.12661543320014,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1399.0, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56394.0,2561.0,-66.55530548095703,347.7123718261719,0.034750321962848094,,0.0049499387442124105,5.0,33.27390796356993,106.65266765320018,10,434,M06828,10797,2020-03-16 02:48:54.739870+00:00,can14,-29.9700511419702,132.883201200494,-64.38,349.07800000000003,1.0,2.123,10023,3131,2962,35159,35328,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.799477,83.606597,69.20825,294.58446499999997,294.57951,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.36326126,247.610738,-20.034620999999998,196.2649188877509,120.4388296942905,69.99405080510432,120.4388296942905,19.634228409047246,11.872229592954636,6.999268132071083,11.872229592954636,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1399.0, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56395.0,2561.0,-66.55530548095703,347.7123718261719,0.03755633036785433,,0.0010844296886219514,5.0,33.27390796356993,106.65266765320018,10,434,M06828,10471,2020-03-15 03:40:31.862686+00:00,can14,-141.992411388884,122.633006138766,-66.58,347.494,1.0,2.123,9898,3120,2954,34501,34667,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.896209,84.561287,69.943656,294.96347799999995,294.957649,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.36590487,247.64185099999997,-20.041725,202.23023987563457,125.80839888529238,71.13542456093663,125.80839888529238,23.382719956895556,12.35057247999321,7.151942128480822,12.35057247999321,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1391.6, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
434.0,56396.0,2561.0,-66.55530548095703,347.7123718261719,0.11992997050046646,,0.004494334731850158,5.0,33.27390796356993,106.65266765320018,10,434,M06828,11035,2020-03-16 12:30:51.111300+00:00,can14,0.9174290417426121,137.170529229141,-62.407,344.603,1.0,2.123,10124,3136,2966,35690,35860,True,,,,['set fiducial parameters'],,,,,,,,,kpno,189.800526,31.190571999999996,10.0,63159.0,2.992937,85.45330600000001,70.62873499999999,295.32048599999996,295.319563,1e+20,31.89,189.800526,31.190571999999996,b'False',59005.36837608,247.68333700000002,-20.051189,192.836898493739,121.05065788225807,69.31569641203352,121.05065788225807,22.92563869827148,12.04879699143841,7.007821118762942,12.04879699143841,5.7,11.767000000000001,10.235,5.6979999999999995,11.8,199.4,42.1,791.5,9.4,-2.9,0.0,0.0,2.6439999999999997,-0.002,0.0,0.006999999999999999,0.006,0.0,0.156,0.115,-0.164892454498019,-0.9112992470575121,"b'[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]'",0.0,b'SUCCESS',0.0,b'False',"b'[926.1, -1212.7, -1384.4, 42.4, 25.1, 0.0]'",60.0,b'N/A',b'FAILED',b'SUCCESS',b'False',b'False',0.0,0.0,351.31,139.56,b'FAILED',b'SUCCESS',b'STOPPED',b'STOPPED',0.0,0.0
